fecha_descarga,periodo,socio_comercial,codigo_producto,valor_usd,peso_neto_kg
2026-08-31T22:21:00.008693,202601,Espana,0803,5924437.47,6712013.34
2026-08-31T22:21:00.008707,202601,PaisesBajos,0803,38639761.1,49636121.86
2026-08-31T22:21:00.008715,202601,Espana,0803,5949668.97,6723038.34
2026-08-31T22:21:00.008730,202601,PaisesBajos,0803,887.44,315.0
2026-08-31T22:21:00.008734,202601,Espana,0803,25231.5,11025.0
2026-08-31T22:21:00.008739,202601,PaisesBajos,0803,887.44,315.0
2026-08-31T22:21:00.008743,202601,Espana,0803,25231.5,11025.0
2026-08-31T22:21:00.008754,202601,PaisesBajos,0803,38638873.66,49635806.86
2026-08-31T22:21:00.008761,202601,PaisesBajos,0803,38639761.1,49636121.86
2026-08-31T22:21:00.008767,202601,Espana,0803,5949668.97,6723038.34
2026-08-31T22:21:00.008774,202601,Espana,0803,5924437.47,6712013.34
2026-08-31T22:21:00.008786,202601,PaisesBajos,0803,38638873.66,49635806.86
2026-08-31T22:21:00.008792,202601,Espana,0803,5924437.47,6712013.34
2026-08-31T22:21:00.008804,202601,PaisesBajos,0803,38639761.1,49636121.86
2026-08-31T22:21:00.008809,202601,Espana,0803,5949668.97,6723038.34
2026-08-31T22:21:00.008820,202601,PaisesBajos,0803,38639761.1,49636121.86
2026-08-31T22:21:00.008826,202601,Espana,0803,5949668.97,6723038.34
2026-08-31T22:21:07.527548,202602,PaisesBajos,0803,921.5,360.0
2026-08-31T22:21:07.527577,202602,Espana,0803,37434.6,14580.0
2026-08-31T22:21:07.527586,202602,PaisesBajos,0803,921.5,360.0
2026-08-31T22:21:07.527594,202602,Espana,0803,37434.6,14580.0
2026-08-31T22:21:07.527604,202602,PaisesBajos,0803,34166466.66,46140440.9
2026-08-31T22:21:07.527623,202602,Espana,0803,4365524.53,5757684.57
2026-08-31T22:21:07.527641,202602,PaisesBajos,0803,34166466.66,46140440.9
2026-08-31T22:21:07.527657,202602,Espana,0803,4365524.53,5757684.57
2026-08-31T22:21:07.527673,202602,Espana,0803,4402959.13,5772264.57
2026-08-31T22:21:07.527682,202602,PaisesBajos,0803,34167388.16,46140800.9
2026-08-31T22:21:07.527708,202602,PaisesBajos,0803,34167388.16,46140800.9
2026-08-31T22:21:07.527729,202602,Espana,0803,4402959.13,5772264.57
2026-08-31T22:21:07.527742,202602,Espana,0803,37434.6,14580.0
2026-08-31T22:21:07.527750,202602,PaisesBajos,0803,921.5,360.0
2026-08-31T22:21:07.527757,202602,Espana,0803,37434.6,14580.0
2026-08-31T22:21:07.527764,202602,PaisesBajos,0803,921.5,360.0
2026-08-31T22:21:07.527777,202602,Espana,0803,4365524.53,5757684.57
2026-08-31T22:21:07.527795,202602,PaisesBajos,0803,34166466.66,46140440.9
2026-08-31T22:21:07.527807,202602,Espana,0803,4365524.53,5757684.57
2026-08-31T22:21:07.527826,202602,PaisesBajos,0803,34166466.66,46140440.9
2026-08-31T22:21:07.527835,202602,Espana,0803,4402959.13,5772264.57
2026-08-31T22:21:07.527858,202602,PaisesBajos,0803,34167388.16,46140800.9
2026-08-31T22:21:07.527881,202602,PaisesBajos,0803,34167388.16,46140800.9
2026-08-31T22:21:07.527888,202602,Espana,0803,4402959.13,5772264.57
2026-08-31T22:21:15.102351,202603,PaisesBajos,0803,18289.74,10399.9
2026-08-31T22:21:15.102374,202603,Espana,0803,38053.8,13520.0
2026-08-31T22:21:15.102380,202603,PaisesBajos,0803,18289.74,10399.9
2026-08-31T22:21:15.102384,202603,Espana,0803,38053.8,13520.0
2026-08-31T22:21:15.102390,202603,PaisesBajos,0803,29732739.06,42681307.512
2026-08-31T22:21:15.102396,202603,Espana,0803,5069317.23,6699802.37
2026-08-31T22:21:15.102409,202603,PaisesBajos,0803,29732739.06,42681307.512
2026-08-31T22:21:15.102415,202603,Espana,0803,5069317.23,6699802.37
2026-08-31T22:21:15.102428,202603,PaisesBajos,0803,29751028.8,42691707.412
